ID,Date,Primary Type,Location Description,Arrest,Latitude,Longitude
8588639,04/29/2012 02:30:00 AM,ARSON,VEHICLE NON-COMMERCIAL,False,41.764417461,-87.63586122
8588660,04/29/2012 08:31:00 AM,ARSON,VEHICLE NON-COMMERCIAL,False,41.876227537,-87.721596698
8589223,04/29/2012 06:59:00 PM,ARSON,VEHICLE NON-COMMERCIAL,False,41.883962158,-87.73803733
8598930,05/04/2012 06:10:00 PM,ARSON,APARTMENT,True,41.762942698,-87.58847261
8629935,05/25/2012 06:55:00 AM,ARSON,RESIDENCE,True,41.713486243,-87.567401694
8648925,06/08/2012 03:50:00 AM,ARSON,SIDEWALK,True,41.973068306,-87.659780043
8652964,06/11/2012 04:20:00 AM,ARSON,RESIDENCE,True,41.690702351,-87.628654503
8666427,06/18/2012 03:16:00 AM,ARSON,APARTMENT,True,41.883518667,-87.757625783
8671890,06/22/2012 12:50:00 AM,ARSON,VEHICLE NON-COMMERCIAL,True,41.848942976,-87.713701284
8686570,07/01/2012 07:53:00 PM,ARSON,PARK PROPERTY,True,41.761796557,-87.583559663
8687764,07/02/2012 01:05:00 PM,ARSON,APARTMENT,True,41.865456866,-87.704418782
8689983,07/03/2012 04:32:00 PM,ARSON,ALLEY,True,41.760620094,-87.582847636
8694510,07/07/2012 01:21:00 AM,ARSON,RESIDENCE,True,41.673238367,-87.619031745
8768172,08/23/2012 06:36:00 AM,ARSON,VEHICLE NON-COMMERCIAL,True,41.87494761,-87.732826253
8769657,08/23/2012 07:00:00 PM,ARSON,RESIDENCE-GARAGE,True,41.700135447,-87.525760454
8777115,08/28/2012 03:56:00 PM,ARSON,APARTMENT,True,41.998283492,-87.704554719
8777774,08/29/2012 06:20:00 AM,ARSON,RESIDENCE PORCH/HALLWAY,True,41.855781078,-87.715118246
8785581,09/03/2012 04:50:00 PM,ARSON,VACANT LOT/LAND,True,41.772671628,-87.632593424
8799677,09/13/2012 12:30:00 AM,ARSON,VEHICLE NON-COMMERCIAL,True,41.794907367,-87.675547472
8804596,09/16/2012 12:45:00 AM,ARSON,ALLEY,True,42.005689634,-87.680393375
8820128,09/27/2012 12:09:00 AM,ARSON,RESIDENTIAL YARD (FRONT/BACK),True,41.683440084,-87.624069785
8834672,10/06/2012 05:22:00 PM,ARSON,VEHICLE NON-COMMERCIAL,True,41.753040988,-87.664716719
8835831,10/08/2012 06:00:00 AM,ARSON,STREET,True,41.90809043,-87.72459892
8838304,10/09/2012 04:40:00 PM,ARSON,OTHER,True,41.880516845,-87.743639915
8889395,11/15/2012 10:43:00 AM,ARSON,ABANDONED BUILDING,True,41.68397459,-87.625301303
8900307,11/24/2012 01:55:00 AM,ARSON,VEHICLE NON-COMMERCIAL,True,41.903903442,-87.692944102
8900346,11/24/2012 03:10:00 AM,ARSON,VEHICLE NON-COMMERCIAL,True,41.947853216,-87.809514637
8911029,12/01/2012 03:15:00 AM,ARSON,RESIDENCE,True,41.695558396,-87.62797537
8922927,12/09/2012 03:45:00 AM,ARSON,ALLEY,True,41.937492367,-87.779395071
8935308,12/18/2012 07:15:00 AM,ARSON,RESIDENCE,True,41.671829524,-87.634493467
8942006,12/23/2012 02:18:00 AM,ARSON,ALLEY,True,41.945899539,-87.653074607
8949106,12/29/2012 10:27:00 PM,ARSON,APARTMENT,True,41.847554154,-87.713659632
8963020,01/10/2013 03:33:00 AM,ARSON,VEHICLE NON-COMMERCIAL,True,41.791281871,-87.694953727
8964583,01/11/2013 01:54:00 AM,ARSON,VEHICLE NON-COMMERCIAL,True,41.773977101,-87.731180798
8972737,01/16/2013 10:14:00 PM,ARSON,APARTMENT,True,41.969256062,-87.739207483
8984586,01/26/2013 12:22:00 AM,ARSON,RESIDENCE-GARAGE,True,41.909085239,-87.71561081
8993868,02/01/2013 06:37:00 PM,ARSON,STREET,True,41.731513627,-87.661723358
9012031,02/17/2013 04:45:00 AM,ARSON,VEHICLE NON-COMMERCIAL,True,41.789892439,-87.791492457
9016750,02/20/2013 03:34:00 PM,ARSON,APARTMENT,True,41.747184808,-87.603851467
9019790,02/22/2013 09:35:00 AM,ARSON,APARTMENT,True,41.768069819,-87.567306284
9047850,03/14/2013 07:10:00 AM,ARSON,APARTMENT,True,41.750364359,-87.601521379
9059538,03/23/2013 08:36:00 PM,ARSON,OTHER,True,41.822720655,-87.697976489
9064510,03/27/2013 08:33:00 PM,ARSON,STREET,True,41.772943356,-87.688360881
9068805,03/31/2013 05:00:00 AM,ARSON,SMALL RETAIL STORE,True,41.820961613,-87.693041117
9078317,04/07/2013 03:45:00 PM,ARSON,STREET,True,41.86804111,-87.721021242
9078691,04/08/2013 12:30:00 AM,ARSON,APARTMENT,True,41.882834035,-87.702522443
9079634,04/08/2013 11:30:00 AM,ARSON,VEHICLE NON-COMMERCIAL,True,41.918205415,-87.74615533
9088888,04/15/2013 05:57:00 AM,ARSON,ABANDONED BUILDING,True,41.747527287,-87.554028482
9103651,04/25/2013 10:15:00 PM,ARSON,VEHICLE NON-COMMERCIAL,True,41.855505367,-87.622858279
9114916,05/04/2013 03:30:00 AM,ARSON,STREET,True,41.776457059,-87.682214166
9132597,05/16/2013 02:31:00 PM,ARSON,RESIDENCE,True,41.883445336,-87.753957824
9139378,05/05/2013 10:30:00 PM,ARSON,RESIDENCE,True,41.756802969,-87.601166028
9144380,05/24/2013 03:50:00 PM,ARSON,BOAT/WATERCRAFT,True,41.862843364,-87.609216011
9164873,06/08/2013 02:10:00 PM,ARSON,GROCERY FOOD STORE,True,41.978991238,-87.659941972
9169531,06/11/2013 10:10:00 PM,ARSON,RESIDENCE,True,41.708933541,-87.563313652
9178419,06/17/2013 04:11:00 PM,ARSON,APARTMENT,True,41.747038041,-87.607543271
9191701,06/26/2013 05:24:00 PM,ARSON,PARK PROPERTY,True,41.96498423,-87.758246066
8421394,01/01/2012 12:15:00 AM,BATTERY,OTHER,False,41.891070406,-87.616613661
8421402,01/01/2012 12:30:00 AM,BATTERY,SIDEWALK,False,41.726585801,-87.614264931
8421431,01/01/2012 01:35:00 AM,BATTERY,OTHER,False,41.88470705,-87.712353282
8421434,01/01/2012 01:15:00 AM,BATTERY,APARTMENT,False,41.874129407,-87.74333513
8421436,01/01/2012 12:35:00 AM,BATTERY,BAR OR TAVERN,True,41.909779456,-87.676533323
8421437,01/01/2012 12:00:00 AM,BATTERY,SIDEWALK,False,41.8853992,-87.741571528
8421439,01/01/2012 12:30:00 AM,BATTERY,RESIDENCE,False,41.885377038,-87.743665
8421445,01/01/2012 12:10:00 AM,BATTERY,RESIDENCE PORCH/HALLWAY,False,41.679244262,-87.637129451
8421452,01/01/2012 02:05:00 AM,BATTERY,RESIDENCE,False,41.747398278,-87.55523933
8421462,01/01/2012 01:00:00 AM,BATTERY,APARTMENT,True,41.765424622,-87.578129085
8421465,01/01/2012 01:53:00 AM,BATTERY,GAS STATION,True,41.969650539,-87.669461423
8421467,01/01/2012 01:00:00 AM,BATTERY,OTHER,False,41.758536614,-87.586130225
8421469,01/01/2012 01:00:00 AM,BATTERY,HOTEL/MOTEL,True,41.872709056,-87.624187857
8421470,01/01/2012 02:05:00 AM,BATTERY,SIDEWALK,True,41.920657269,-87.776145534
8421472,01/01/2012 01:38:00 AM,BATTERY,APARTMENT,False,41.817643766,-87.604618853
8421477,01/01/2012 01:30:00 AM,BATTERY,STREET,False,41.924435828,-87.766007399
8421479,01/01/2012 01:00:00 AM,BATTERY,STREET,False,41.81487296,-87.688296208
8421484,01/01/2012 02:18:00 AM,BATTERY,APARTMENT,True,41.752715896,-87.584434962
8421487,01/01/2012 01:50:00 AM,BATTERY,APARTMENT,True,41.801211675,-87.676146832
8421495,01/01/2012 02:30:00 AM,BATTERY,STREET,False,41.800713945,-87.676929439
8421505,01/01/2012 03:00:00 AM,BATTERY,OTHER,False,41.891948167,-87.628073894
8421506,01/01/2012 02:06:00 AM,BATTERY,HOTEL/MOTEL,True,41.891243826,-87.620225683
8421507,01/01/2012 02:30:00 AM,BATTERY,OTHER,False,41.879893301,-87.627721751
8421508,01/01/2012 12:35:00 AM,BATTERY,SIDEWALK,False,41.900580739,-87.62928659
8421510,01/01/2012 02:15:00 AM,BATTERY,RESIDENCE,True,41.941844225,-87.682052285
8421511,01/01/2012 12:30:00 AM,BATTERY,CHA APARTMENT,False,41.825471604,-87.612198222
8421512,01/01/2012 01:25:00 AM,BATTERY,SIDEWALK,False,41.897810085,-87.62410122
8421518,01/01/2012 03:00:00 AM,BATTERY,RESIDENCE PORCH/HALLWAY,False,41.959466873,-87.692660146
8421520,01/01/2012 01:00:00 AM,BATTERY,SIDEWALK,False,41.958117298,-87.71427351
8421523,01/01/2012 03:25:00 AM,BATTERY,STREET,True,41.89039523,-87.647607586
8421524,01/01/2012 02:30:00 AM,BATTERY,SIDEWALK,True,41.946085125,-87.654293024
8421525,01/01/2012 02:29:00 AM,BATTERY,APARTMENT,True,41.861102936,-87.691245828
8421529,01/01/2012 01:30:00 AM,BATTERY,BAR OR TAVERN,False,41.943094852,-87.649362556
8421532,01/01/2012 02:40:00 AM,BATTERY,HOTEL/MOTEL,True,41.880775433,-87.627029031
8421535,01/01/2012 01:55:00 AM,BATTERY,STREET,False,41.946680309,-87.65609893
8421537,01/01/2012 01:45:00 AM,BATTERY,APARTMENT,False,42.017759407,-87.670963196
8421538,01/01/2012 02:50:00 AM,BATTERY,APARTMENT,False,41.767919899,-87.646915641
8421540,01/01/2012 01:55:00 AM,BATTERY,RESIDENCE,False,41.77162354,-87.661576396
8421550,01/01/2012 03:05:00 AM,BATTERY,RESTAURANT,True,41.990468345,-87.695163359
8421554,01/01/2012 03:00:00 AM,BATTERY,STREET,False,41.945858556,-87.823624262
8421558,01/01/2012 02:18:00 AM,BATTERY,SIDEWALK,True,41.936326807,-87.683718213
8421560,01/01/2012 03:39:00 AM,BATTERY,APARTMENT,False,41.743356675,-87.602582986
8421570,01/01/2012 03:00:00 AM,BATTERY,RESIDENCE,True,41.924838896,-87.759863467
8421572,01/01/2012 03:00:00 AM,BATTERY,APARTMENT,False,41.892009355,-87.762019317
8421573,01/01/2012 03:15:00 AM,BATTERY,RESIDENCE,False,41.885698957,-87.748660199
8421579,01/01/2012 12:08:00 AM,BATTERY,STREET,False,41.857274455,-87.644778959
8421580,01/01/2012 02:25:00 AM,BATTERY,TAVERN/LIQUOR STORE,False,41.910494911,-87.676875003
8421583,01/01/2012 03:45:00 AM,BATTERY,STREET,False,41.858005578,-87.652799209
8421588,01/01/2012 12:30:00 AM,BATTERY,STREET,False,41.917697575,-87.688819651
8421589,01/01/2012 03:50:00 AM,BATTERY,STREET,False,41.80099297,-87.65504587
8421591,01/01/2012 12:05:00 AM,BATTERY,HOTEL/MOTEL,True,41.880483386,-87.62773362
8421593,01/01/2012 02:50:00 AM,BATTERY,PARKING LOT/GARAGE(NON.RESID.),False,41.946628027,-87.708334129
8421595,01/01/2012 04:00:00 AM,BATTERY,STREET,False,41.799020932,-87.650137605
8421597,01/01/2012 03:27:00 AM,BATTERY,STREET,False,41.832516493,-87.648577971
8421598,01/01/2012 02:30:00 AM,BATTERY,SIDEWALK,True,41.899728371,-87.666241133
8421599,01/01/2012 02:25:00 AM,BATTERY,APARTMENT,False,41.854066534,-87.671880372
8421603,01/01/2012 03:00:00 AM,BATTERY,APARTMENT,True,41.893574529,-87.629705116
8421604,01/01/2012 02:48:00 AM,BATTERY,VEHICLE NON-COMMERCIAL,False,41.894023506,-87.631771695
8421605,01/01/2012 02:59:00 AM,BATTERY,STREET,False,41.902475701,-87.654593661
8421608,01/01/2012 03:50:00 AM,BATTERY,SIDEWALK,True,41.918550701,-87.690229345
8421614,01/01/2012 01:20:00 AM,BATTERY,STREET,False,41.750472394,-87.634297122
8421621,01/01/2012 02:25:00 AM,BATTERY,RESIDENCE,False,41.704824688,-87.60273016
8421626,01/01/2012 12:24:00 AM,BATTERY,APARTMENT,False,41.829701058,-87.646769704
8421627,01/01/2012 04:28:00 AM,BATTERY,RESIDENCE,False,41.742771149,-87.645087604
8421630,01/01/2012 02:30:00 AM,BATTERY,RESIDENCE,False,41.796940373,-87.668309359
8421631,01/01/2012 03:30:00 AM,BATTERY,APARTMENT,False,41.879689031,-87.731654537
8421634,01/01/2012 02:00:00 AM,BATTERY,RESIDENCE,False,41.785848109,-87.607582382
8421640,01/01/2012 04:05:00 AM,BATTERY,SIDEWALK,False,41.890836935,-87.713737288
8421644,01/01/2012 04:45:00 AM,BATTERY,STREET,False,41.879393185,-87.632992969
8421646,01/01/2012 04:00:00 AM,BATTERY,TAVERN/LIQUOR STORE,False,41.91002999,-87.71370969
8421653,01/01/2012 03:10:00 AM,BATTERY,APARTMENT,False,41.92975684,-87.640935112
8421654,01/01/2012 03:30:00 AM,BATTERY,APARTMENT,True,41.928285275,-87.640370399
8421655,01/01/2012 03:50:00 AM,BATTERY,RESIDENCE,True,41.696495197,-87.541349545
8421657,01/01/2012 04:00:00 AM,BATTERY,APARTMENT,False,41.698800794,-87.560754143
8421659,01/01/2012 01:20:00 AM,BATTERY,ALLEY,False,41.869826277,-87.723864309
8421660,01/01/2012 01:20:00 AM,BATTERY,PARKING LOT/GARAGE(NON.RESID.),True,41.84549602,-87.633865582
8421666,01/01/2012 03:44:00 AM,BATTERY,APARTMENT,True,41.909168175,-87.64708709
8421674,01/01/2012 03:36:00 AM,BATTERY,SIDEWALK,False,41.910102898,-87.707922729
8421678,01/01/2012 02:50:00 AM,BATTERY,VEHICLE NON-COMMERCIAL,False,41.9162161,-87.678704893
8421683,01/01/2012 03:30:00 AM,BATTERY,TAXICAB,True,41.954865195,-87.645299318
8421684,01/01/2012 03:30:00 AM,BATTERY,APARTMENT,True,41.963020418,-87.707548886
8421685,01/01/2012 12:45:00 AM,BATTERY,APARTMENT,False,41.920955955,-87.715966658
8421686,01/01/2012 04:45:00 AM,BATTERY,RESIDENCE,False,41.81645503,-87.696904869
8421690,01/01/2012 04:00:00 AM,BATTERY,RESIDENCE,False,41.764564837,-87.637083898
8421691,01/01/2012 03:47:00 AM,BATTERY,STREET,True,41.877074265,-87.726534702
8421692,01/01/2012 03:15:00 AM,BATTERY,BAR OR TAVERN,False,41.918550701,-87.690229345
8421694,01/01/2012 04:30:00 AM,BATTERY,APARTMENT,False,42.015609434,-87.684188906
8421696,01/01/2012 02:26:00 AM,BATTERY,RESIDENCE,False,41.691596176,-87.633909762
8421697,01/01/2012 04:09:00 AM,BATTERY,STREET,False,41.702575384,-87.64513191
8421701,01/01/2012 02:55:00 AM,BATTERY,APARTMENT,False,41.870823127,-87.718843155
8421702,01/01/2012 03:40:00 AM,BATTERY,ABANDONED BUILDING,True,41.809294171,-87.622331081
8421706,01/01/2012 02:17:00 AM,BATTERY,STREET,True,41.893419108,-87.619639541
8421707,01/01/2012 02:00:00 AM,BATTERY,HOTEL/MOTEL,False,41.900017769,-87.623426629
8421708,01/01/2012 04:12:00 AM,BATTERY,SIDEWALK,False,41.679025448,-87.628694051
8421709,01/01/2012 03:25:00 AM,BATTERY,STREET,False,41.877393256,-87.70022224
8421711,01/01/2012 03:00:00 AM,BATTERY,APARTMENT,False,41.855144206,-87.661807983
8421713,01/01/2012 03:30:00 AM,BATTERY,APARTMENT,False,41.909526187,-87.753872672
8421714,01/01/2012 05:00:00 AM,BATTERY,STREET,False,41.898529169,-87.76191713
8421715,01/01/2012 04:30:00 AM,BATTERY,STREET,False,41.771096756,-87.672480512
8421716,01/01/2012 02:20:00 AM,BATTERY,SIDEWALK,False,41.900351005,-87.762400451
8421717,01/01/2012 01:07:00 AM,BATTERY,SIDEWALK,True,41.894024927,-87.63155498
8421718,01/01/2012 03:50:00 AM,BATTERY,RESIDENCE,False,41.877578503,-87.629282088
8421730,01/01/2012 03:26:00 AM,BATTERY,SIDEWALK,True,41.896010197,-87.63716028
8421731,01/01/2012 03:15:00 AM,BATTERY,STREET,False,41.896648654,-87.630248039
8421733,01/01/2012 05:55:00 AM,BATTERY,STREET,False,41.880775433,-87.627029031
8421735,01/01/2012 05:55:00 AM,BATTERY,RESIDENCE,False,41.858121408,-87.727378327
8421736,01/01/2012 04:30:00 AM,BATTERY,RESIDENCE,False,41.860132426,-87.729884957
8421739,01/01/2012 03:25:00 AM,BATTERY,ALLEY,False,41.837514246,-87.73408641
8421741,01/01/2012 03:00:00 AM,BATTERY,SIDEWALK,False,41.927273891,-87.704469775
8421743,01/01/2012 04:00:00 AM,BATTERY,HOTEL/MOTEL,False,41.879410537,-87.631340358
8421744,01/01/2012 01:00:00 AM,BATTERY,APARTMENT,False,41.912531116,-87.690943738
8421745,01/01/2012 05:10:00 AM,BATTERY,SIDEWALK,True,41.880180784,-87.694657201
8421746,01/01/2012 05:14:00 AM,BATTERY,STREET,False,41.785824174,-87.691139496
8421747,01/01/2012 06:00:00 AM,BATTERY,ALLEY,False,41.965839588,-87.663919288
8421755,01/01/2012 03:00:00 AM,BATTERY,APARTMENT,True,41.796321407,-87.687770809
8421757,01/01/2012 03:30:00 AM,BATTERY,OTHER,True,41.801262845,-87.671198736
8421764,01/01/2012 03:47:00 AM,BATTERY,STREET,False,41.877074265,-87.726534702
8421765,01/01/2012 05:00:00 AM,BATTERY,SIDEWALK,False,41.891793516,-87.679380368
8421769,01/01/2012 05:10:00 AM,BATTERY,SIDEWALK,False,41.812837565,-87.726216978
8421772,01/01/2012 05:30:00 AM,BATTERY,APARTMENT,True,41.893202091,-87.675193651
8421777,01/01/2012 06:00:00 AM,BATTERY,RESIDENCE,False,41.766580389,-87.643201997
8421778,01/01/2012 06:00:00 AM,BATTERY,HOTEL/MOTEL,True,41.889243957,-87.628783073
8421783,01/01/2012 04:00:00 AM,BATTERY,RESIDENTIAL YARD (FRONT/BACK),False,41.884990503,-87.758905246
8421788,01/01/2012 06:35:00 AM,BATTERY,RESIDENCE,False,41.899080365,-87.719306961
8421789,01/01/2012 07:30:00 AM,BATTERY,STREET,False,41.870975935,-87.703986513
8421805,01/01/2012 07:20:00 AM,BATTERY,APARTMENT,True,41.867069675,-87.7261961
8421819,01/01/2012 12:30:00 AM,BATTERY,RESIDENCE-GARAGE,False,41.821000514,-87.695594154
8421824,01/01/2012 07:55:00 AM,BATTERY,APARTMENT,False,41.759578644,-87.56315198
8421825,01/01/2012 09:00:00 AM,BATTERY,RESIDENCE,True,41.793879627,-87.677706939
8421840,01/01/2012 06:00:00 AM,BATTERY,APARTMENT,False,41.745126764,-87.602584901
8421848,01/01/2012 05:20:00 AM,BATTERY,APARTMENT,False,41.740037223,-87.55633216
8421851,01/01/2012 07:08:00 AM,BATTERY,STREET,False,41.708276858,-87.625946616
8421858,01/01/2012 07:45:00 AM,BATTERY,APARTMENT,False,41.904461396,-87.667525341
8421881,01/01/2012 10:30:00 AM,BATTERY,APARTMENT,True,41.953635721,-87.650804945
8421913,01/01/2012 10:30:00 AM,BATTERY,APARTMENT,True,41.712082606,-87.623619487
8421918,01/01/2012 10:05:00 AM,BATTERY,RESIDENCE,True,41.856702185,-87.662147747
8421929,01/01/2012 11:35:00 AM,BATTERY,APARTMENT,True,41.770812178,-87.569902065
8421975,01/01/2012 12:45:00 PM,BATTERY,RESIDENCE,True,41.748473982,-87.630606588
8421988,01/01/2012 01:00:00 AM,BATTERY,PARK PROPERTY,True,41.884670744,-87.711729333
8422006,01/01/2012 07:45:00 AM,BATTERY,APARTMENT,True,41.821836221,-87.601904135
8422028,01/01/2012 03:00:00 AM,BATTERY,APARTMENT,True,41.839434081,-87.640225243
8422077,01/01/2012 03:19:00 PM,BATTERY,RESIDENCE,True,41.899364701,-87.771632646
8422082,01/01/2012 02:36:00 PM,BATTERY,APARTMENT,True,41.775509784,-87.649536644
8422129,01/01/2012 03:50:00 PM,BATTERY,SIDEWALK,True,41.722277204,-87.565894343
8422140,01/01/2012 03:45:00 PM,BATTERY,SIDEWALK,True,41.750488241,-87.607640001
8422164,01/01/2012 05:55:00 PM,BATTERY,APARTMENT,True,41.999679671,-87.681808677
8422180,01/01/2012 05:30:00 PM,BATTERY,RESIDENCE,True,41.838958364,-87.655235925
8422197,01/01/2012 05:25:00 PM,BATTERY,RESIDENCE,True,41.943983586,-87.813075047
8422199,01/01/2012 04:57:00 PM,BATTERY,RESIDENCE,True,41.746409517,-87.642703493
8422261,01/01/2012 06:30:00 PM,BATTERY,APARTMENT,True,41.987970689,-87.65675023
8422374,01/01/2012 09:30:00 PM,BATTERY,APARTMENT,True,41.794644408,-87.582524181
8422454,01/01/2012 07:19:00 PM,BATTERY,STREET,True,41.908059051,-87.631573954
8422489,01/02/2012 01:04:00 AM,BATTERY,ALLEY,True,41.707477628,-87.538914882
8422493,01/01/2012 09:49:00 PM,BATTERY,APARTMENT,True,41.685274433,-87.626927174
8422515,01/02/2012 01:23:00 AM,BATTERY,APARTMENT,True,41.783373035,-87.594707671
8422516,01/02/2012 01:54:00 AM,BATTERY,SIDEWALK,True,41.890049339,-87.628998255
8422519,01/01/2012 10:30:00 PM,BATTERY,APARTMENT,True,41.821002851,-87.695520757
8422557,01/02/2012 04:15:00 AM,BATTERY,RESIDENCE,True,41.805202674,-87.746759142
8422582,01/02/2012 05:00:00 AM,BATTERY,APARTMENT,True,41.836559146,-87.620223934
8422789,01/02/2012 10:42:00 AM,BATTERY,RESIDENCE,True,41.68888449,-87.628472977
8422792,01/02/2012 10:35:00 AM,BATTERY,APARTMENT,True,41.887973344,-87.773318988
8422891,01/02/2012 02:00:00 PM,BATTERY,RESIDENCE,True,41.808595572,-87.62119439
8422931,01/02/2012 02:35:00 PM,BATTERY,SIDEWALK,True,41.935920337,-87.703859271
8422959,01/02/2012 02:28:00 PM,BATTERY,RESIDENCE,True,41.71175083,-87.621447619
8423065,01/02/2012 04:10:00 PM,BATTERY,RESIDENCE,True,41.888967632,-87.773497606
8423070,01/02/2012 04:27:00 PM,BATTERY,CONVENIENCE STORE,True,41.793271516,-87.718608995
8423279,01/02/2012 07:52:00 PM,BATTERY,BAR OR TAVERN,True,41.946217055,-87.655721542
8423300,01/02/2012 09:00:00 PM,BATTERY,SIDEWALK,True,41.805040385,-87.723499395
8423355,01/02/2012 10:00:00 PM,BATTERY,APARTMENT,True,42.007439721,-87.667847101
8423381,01/02/2012 10:52:00 PM,BATTERY,RESIDENCE,True,41.778890264,-87.650838935
8423397,01/02/2012 10:52:00 PM,BATTERY,RESIDENCE PORCH/HALLWAY,True,41.847257061,-87.701440684
8423400,01/02/2012 10:15:00 PM,BATTERY,RESIDENCE,True,41.892641866,-87.704005257
8423437,01/02/2012 10:25:00 PM,BATTERY,RESIDENCE,True,41.900667699,-87.737235695
8423473,01/03/2012 02:45:00 AM,BATTERY,APARTMENT,True,41.917317112,-87.713929467
8423953,01/03/2012 10:16:00 AM,BATTERY,APARTMENT,True,41.858445344,-87.721189877
8424064,01/03/2012 05:45:00 AM,BATTERY,RESIDENCE,True,41.747254729,-87.568601829
8424114,01/03/2012 11:40:00 AM,BATTERY,SIDEWALK,True,41.895452094,-87.71718568
8424173,01/03/2012 10:55:00 AM,BATTERY,APARTMENT,True,41.748739429,-87.601473872
8424253,01/03/2012 12:15:00 PM,BATTERY,SIDEWALK,True,41.7062336,-87.62481543
8424389,01/03/2012 10:15:00 AM,BATTERY,APARTMENT,True,41.766510113,-87.645669701
8424423,01/03/2012 03:00:00 PM,BATTERY,RESIDENCE,True,41.665651556,-87.636679347
8424430,01/03/2012 02:15:00 PM,BATTERY,RESIDENCE,True,41.873806289,-87.694728011
8424431,01/03/2012 03:15:00 PM,BATTERY,APARTMENT,True,41.882364022,-87.755576028
8424457,01/03/2012 03:40:00 PM,BATTERY,RESIDENCE PORCH/HALLWAY,True,41.954439996,-87.727639576
8424498,01/03/2012 04:30:00 PM,BATTERY,SIDEWALK,True,41.997337488,-87.79017775
8424627,01/03/2012 06:45:00 PM,BATTERY,GAS STATION,True,41.765356327,-87.673547448
8424629,01/03/2012 05:31:00 PM,BATTERY,RESIDENCE,True,41.777224371,-87.758108149
8424717,01/03/2012 08:00:00 PM,BATTERY,RESIDENCE,True,41.711678051,-87.636889456
8424730,01/03/2012 06:26:00 PM,BATTERY,APARTMENT,True,41.772898086,-87.571593
8424745,01/03/2012 07:15:00 PM,BATTERY,STREET,True,41.911983786,-87.702602901
8424753,01/03/2012 08:24:00 PM,BATTERY,RESIDENCE,True,41.789485632,-87.691242295
8424804,01/02/2012 11:30:00 PM,BATTERY,APARTMENT,True,41.739356444,-87.604896389
8424864,01/03/2012 09:45:00 PM,BATTERY,APARTMENT,True,41.991319237,-87.658256051
8424872,01/03/2012 09:27:00 PM,BATTERY,RESIDENCE,True,41.979979644,-87.699056261
8424882,01/03/2012 10:10:00 PM,BATTERY,APARTMENT,True,41.762724091,-87.64677309
8424891,01/03/2012 10:50:00 PM,BATTERY,SIDEWALK,True,41.938961969,-87.653041757
8425010,01/04/2012 01:30:00 AM,BATTERY,APARTMENT,True,41.969349668,-87.725634004
8425376,01/04/2012 09:20:00 AM,BATTERY,RESTAURANT,True,41.878638996,-87.627691486
8425583,01/04/2012 11:42:00 AM,BATTERY,PARKING LOT/GARAGE(NON.RESID.),True,41.8804407,-87.749684919
8425624,01/04/2012 12:30:00 PM,BATTERY,APARTMENT,True,41.745010773,-87.655287307
8421444,01/01/2012 01:00:00 AM,BURGLARY,APARTMENT,False,41.732849541,-87.555469899
8421536,01/01/2012 03:10:00 AM,BURGLARY,RESIDENCE,False,41.775156709,-87.648312252
8421978,01/01/2012 12:30:00 AM,BURGLARY,RESIDENCE,False,41.81906226,-87.700411919
8421982,01/01/2012 08:40:00 AM,BURGLARY,RESIDENCE,False,41.705138846,-87.66706262
8422050,01/01/2012 07:09:00 AM,BURGLARY,BAR OR TAVERN,False,41.945989336,-87.757810289
8422083,01/01/2012 06:15:00 AM,BURGLARY,RESIDENCE,False,41.767640908,-87.669964674
8422105,01/01/2012 02:10:00 PM,BURGLARY,RESIDENCE,True,41.85104092,-87.691456579
8422123,01/01/2012 01:00:00 PM,BURGLARY,APARTMENT,False,41.763388425,-87.607952834
8422168,01/01/2012 02:00:00 AM,BURGLARY,APARTMENT,False,41.847509742,-87.68425419
8422215,01/01/2012 02:15:00 PM,BURGLARY,APARTMENT,False,41.767405732,-87.571438037
8422246,01/01/2012 05:30:00 PM,BURGLARY,RESIDENCE-GARAGE,False,41.865635201,-87.722718297
8422265,01/01/2012 07:00:00 AM,BURGLARY,HOTEL/MOTEL,False,41.875355342,-87.629229381
8422311,01/01/2012 02:30:00 PM,BURGLARY,APARTMENT,False,41.761582999,-87.706398108
8422314,01/01/2012 03:00:00 PM,BURGLARY,APARTMENT,False,41.831498729,-87.669203004
8422355,01/01/2012 10:00:00 AM,BURGLARY,RESIDENCE,False,41.773184062,-87.662817546
8422460,01/01/2012 03:00:00 PM,BURGLARY,RESIDENCE,False,41.712655647,-87.621759938
8422463,01/01/2012 11:30:00 AM,BURGLARY,APARTMENT,False,41.791061037,-87.623196337
8422487,01/01/2012 09:00:00 PM,BURGLARY,RESIDENCE,False,41.729302173,-87.631943925
8422503,01/01/2012 08:00:00 AM,BURGLARY,APARTMENT,False,41.788346134,-87.686728772
8422531,01/02/2012 02:25:00 AM,BURGLARY,SMALL RETAIL STORE,False,41.910835515,-87.653351515
8422562,01/01/2012 01:30:00 AM,BURGLARY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,41.735735697,-87.667134852
8422760,01/01/2012 10:00:00 PM,BURGLARY,RESIDENCE-GARAGE,False,41.80933327,-87.685549397
8422831,01/02/2012 11:00:00 AM,BURGLARY,RESIDENCE,False,41.870559581,-87.662902329
8422856,01/02/2012 05:00:00 AM,BURGLARY,RESIDENCE,False,41.671759682,-87.624878823
